subscriber_id,cohort_month,city,channel,category,plan_tenure_months,monthly_rental_inr,first_delivery_delay_days,nps_score,payment_failures_90d,swap_requests_60d,support_tickets_60d,subscriber_age,churn_month,is_churned,months_observable,months_active,revenue_inr
8669,2024-01-01,Bengaluru,Google_Ads,Wardrobe,6,1123,1,8,0,0,1,21,,0,28,28,31444
8670,2024-11-01,Bengaluru,Meta_Ads,Study,12,856,0,1,2,0,1,28,1.0,1,18,1,856
8671,2024-09-01,Mumbai,Meta_Ads,Sofa,12,1333,2,1,2,0,0,30,2.0,1,20,2,2666
8672,2024-01-01,Bengaluru,Meta_Ads,Full_Home,3,3618,1,8,0,0,1,28,12.0,1,28,12,43416
8673,2024-04-01,Delhi,Referral,Full_Home,12,4365,3,7,0,0,1,26,,0,25,25,109125
8674,2024-01-01,Mumbai,Organic,Full_Home,6,3587,1,7,0,0,1,36,9.0,1,28,9,32283
8675,2024-12-01,Chennai,Referral,Full_Home,12,3796,0,10,0,0,0,33,14.0,1,17,14,53144
8676,2024-01-01,Bengaluru,Google_Ads,Bed,6,1146,2,7,0,0,1,28,2.0,1,28,2,2292
8677,2024-10-01,Delhi,Google_Ads,Bed,6,1128,4,4,0,0,1,25,8.0,1,19,8,9024
8678,2024-07-01,Hyderabad,Organic,Wardrobe,3,985,6,7,0,0,1,24,3.0,1,22,3,2955
8679,2024-07-01,Bengaluru,Google_Ads,Sofa,3,1492,0,9,0,0,0,33,12.0,1,22,12,17904
8680,2024-10-01,Delhi,Referral,Dining,6,1467,1,8,1,0,0,24,,0,19,19,27873
8681,2024-11-01,Pune,Direct,Bed,6,1523,0,1,0,0,1,37,1.0,1,18,1,1523
8682,2024-02-01,Hyderabad,Google_Ads,Study,6,955,2,7,0,0,1,32,25.0,1,27,25,23875
8683,2024-01-01,Chennai,Organic,Dining,6,1523,3,7,0,0,3,28,,0,28,28,42644
8684,2024-02-01,Hyderabad,Meta_Ads,Bed,6,1484,4,1,0,0,2,25,1.0,1,27,1,1484
8685,2024-09-01,Mumbai,Google_Ads,Study,3,938,4,7,1,0,1,31,15.0,1,20,15,14070
8686,2024-07-01,Chennai,Meta_Ads,Bed,3,1307,3,5,1,0,1,28,3.0,1,22,3,3921
8687,2024-02-01,Bengaluru,Organic,Bed,6,1446,0,7,1,0,0,27,24.0,1,27,24,34704
8688,2024-03-01,Delhi,Direct,Bed,6,1271,3,7,1,0,1,26,,0,26,26,33046
8689,2024-07-01,Hyderabad,Google_Ads,Sofa,12,1695,0,10,0,1,0,30,,0,22,22,37290
8690,2024-09-01,Pune,Organic,Bed,12,1106,1,9,0,0,0,25,,0,20,20,22120
8691,2024-05-01,Chennai,Meta_Ads,Bed,6,1216,1,1,0,0,1,30,1.0,1,24,1,1216
8692,2024-12-01,Bengaluru,Google_Ads,Sofa,3,1552,2,9,0,0,0,35,,0,17,17,26384
8693,2024-12-01,Hyderabad,Organic,Bed,12,1484,3,5,0,1,2,26,10.0,1,17,10,14840
8694,2024-10-01,Bengaluru,Organic,Wardrobe,3,1109,0,5,0,0,1,23,17.0,1,19,17,18853
8695,2024-06-01,Hyderabad,Organic,Full_Home,6,4707,1,1,0,1,0,39,1.0,1,23,1,4707
8696,2024-11-01,Hyderabad,Direct,Sofa,12,1411,2,1,0,0,0,28,4.0,1,18,4,5644
8697,2024-09-01,Bengaluru,Google_Ads,Bed,12,1524,2,7,0,1,2,33,,0,20,20,30480
8698,2024-07-01,Pune,Meta_Ads,Sofa,12,1334,3,1,1,1,3,28,1.0,1,22,1,1334
8699,2024-06-01,Mumbai,Google_Ads,Sofa,3,1379,0,7,0,2,0,27,,0,23,23,31717
8700,2024-10-01,Delhi,Referral,Bed,6,1316,3,4,1,0,2,34,1.0,1,19,1,1316
8701,2024-07-01,Chennai,Google_Ads,Wardrobe,12,923,0,5,1,1,0,36,15.0,1,22,15,13845
8702,2024-03-01,Delhi,Google_Ads,Full_Home,3,3443,1,6,1,1,1,23,22.0,1,26,22,75746
8703,2024-12-01,Delhi,Organic,Full_Home,12,4294,0,7,0,0,2,21,,0,17,17,72998
8704,2024-01-01,Bengaluru,Meta_Ads,Full_Home,6,3970,0,9,0,0,2,32,11.0,1,28,11,43670
8705,2024-09-01,Bengaluru,Organic,Full_Home,12,4691,3,7,1,0,1,36,,0,20,20,93820
8706,2024-08-01,Bengaluru,Direct,Sofa,6,1790,3,7,0,0,2,29,16.0,1,21,16,28640
8707,2024-08-01,Mumbai,Meta_Ads,Sofa,3,1760,2,4,2,1,1,27,1.0,1,21,1,1760
8708,2024-01-01,Mumbai,Meta_Ads,Wardrobe,12,1030,3,4,0,0,1,29,2.0,1,28,2,2060
8709,2024-06-01,Delhi,Direct,Dining,12,1532,4,5,1,0,1,34,9.0,1,23,9,13788
8710,2024-11-01,Hyderabad,Organic,Dining,6,1894,3,8,1,0,2,32,18.0,1,18,18,34092
8711,2024-03-01,Bengaluru,Google_Ads,Wardrobe,12,980,0,10,0,0,3,24,,0,26,26,25480
8712,2024-09-01,Delhi,Referral,Full_Home,6,3929,7,4,0,0,2,22,2.0,1,20,2,7858
8713,2024-11-01,Chennai,Meta_Ads,Wardrobe,6,1071,2,1,0,0,1,21,1.0,1,18,1,1071
8714,2024-12-01,Bengaluru,Referral,Full_Home,6,4287,0,10,0,0,0,30,16.0,1,17,16,68592
8715,2024-07-01,Delhi,Meta_Ads,Full_Home,12,3546,5,1,0,0,2,37,1.0,1,22,1,3546
8716,2024-04-01,Bengaluru,Google_Ads,Wardrobe,6,916,1,9,0,0,1,21,11.0,1,25,11,10076
8717,2024-09-01,Delhi,Referral,Sofa,6,1274,7,3,1,0,1,24,1.0,1,20,1,1274
8718,2024-06-01,Hyderabad,Google_Ads,Bed,12,1149,1,7,0,0,0,34,,0,23,23,26427
8719,2024-08-01,Bengaluru,Referral,Bed,3,1260,3,9,0,0,1,24,,0,21,21,26460
8720,2024-09-01,Mumbai,Referral,Full_Home,12,4727,1,8,0,1,0,32,20.0,1,20,20,94540
8721,2024-09-01,Pune,Direct,Full_Home,12,4518,1,8,0,1,0,25,,0,20,20,90360
8722,2024-03-01,Bengaluru,Google_Ads,Sofa,3,1394,0,1,0,0,1,23,2.0,1,26,2,2788
8723,2024-10-01,Hyderabad,Meta_Ads,Sofa,12,1335,1,8,0,2,1,32,,0,19,19,25365
8724,2024-07-01,Delhi,Google_Ads,Full_Home,12,4797,5,7,0,0,1,22,15.0,1,22,15,71955
8725,2024-12-01,Bengaluru,Meta_Ads,Dining,6,1762,2,6,1,0,2,28,,0,17,17,29954
8726,2024-08-01,Hyderabad,Meta_Ads,Full_Home,3,4132,3,1,0,0,1,28,1.0,1,21,1,4132
8727,2024-11-01,Delhi,Meta_Ads,Bed,3,1549,0,1,0,0,0,39,2.0,1,18,2,3098
8728,2024-12-01,Bengaluru,Meta_Ads,Sofa,3,1775,0,8,0,2,1,25,3.0,1,17,3,5325
8729,2024-12-01,Chennai,Direct,Bed,6,1157,0,8,0,0,1,26,,0,17,17,19669
8730,2024-09-01,Mumbai,Google_Ads,Sofa,6,1608,0,9,0,0,0,33,,0,20,20,32160
8731,2024-08-01,Hyderabad,Meta_Ads,Bed,6,1418,2,9,0,0,0,31,13.0,1,21,13,18434
8732,2024-02-01,Bengaluru,Organic,Sofa,6,1727,1,7,1,0,0,25,,0,27,27,46629
8733,2024-05-01,Bengaluru,Google_Ads,Wardrobe,6,1023,3,6,0,0,1,25,,0,24,24,24552
8734,2024-06-01,Hyderabad,Organic,Full_Home,6,4351,5,7,0,0,1,24,6.0,1,23,6,26106
8735,2024-10-01,Delhi,Organic,Sofa,12,1460,3,7,0,0,1,27,2.0,1,19,2,2920
8736,2024-08-01,Bengaluru,Organic,Full_Home,12,3961,0,9,0,0,1,31,,0,21,21,83181
8737,2024-06-01,Hyderabad,Organic,Sofa,12,1570,4,6,0,0,2,24,19.0,1,23,19,29830
8738,2024-02-01,Delhi,Referral,Study,6,832,3,7,0,0,1,25,10.0,1,27,10,8320
8739,2024-09-01,Mumbai,Direct,Bed,12,1464,2,7,0,0,0,37,19.0,1,20,19,27816
8740,2024-06-01,Hyderabad,Google_Ads,Full_Home,12,4095,4,5,0,0,2,28,4.0,1,23,4,16380
8741,2024-01-01,Delhi,Meta_Ads,Sofa,12,1721,2,8,0,0,0,33,11.0,1,28,11,18931
8742,2024-04-01,Delhi,Referral,Wardrobe,6,1124,5,6,0,0,2,30,25.0,1,25,25,28100
8743,2024-11-01,Hyderabad,Google_Ads,Full_Home,6,4186,0,1,1,0,0,29,1.0,1,18,1,4186
8744,2024-02-01,Delhi,Meta_Ads,Sofa,6,1635,4,7,0,0,2,34,27.0,1,27,27,44145
8745,2024-05-01,Chennai,Organic,Full_Home,6,4586,1,9,0,0,1,27,13.0,1,24,13,59618
8746,2024-07-01,Pune,Google_Ads,Study,6,871,2,6,0,1,1,30,11.0,1,22,11,9581
8747,2024-02-01,Mumbai,Meta_Ads,Bed,6,1436,2,7,1,1,0,22,,0,27,27,38772
8748,2024-02-01,Mumbai,Referral,Sofa,12,1759,0,7,0,1,0,22,,0,27,27,47493
8749,2024-12-01,Chennai,Google_Ads,Full_Home,6,3443,1,8,1,0,0,23,,0,17,17,58531
8750,2024-08-01,Pune,Google_Ads,Full_Home,6,4098,0,7,0,0,0,22,3.0,1,21,3,12294
8751,2024-03-01,Bengaluru,Referral,Sofa,6,1350,1,7,0,0,0,36,,0,26,26,35100
8752,2024-03-01,Bengaluru,Referral,Full_Home,6,3939,2,6,2,0,0,25,9.0,1,26,9,35451
8753,2024-06-01,Mumbai,Meta_Ads,Full_Home,3,4559,4,7,0,0,1,28,9.0,1,23,9,41031
8754,2024-09-01,Pune,Meta_Ads,Dining,12,1471,1,10,0,0,0,33,4.0,1,20,4,5884
8755,2024-09-01,Chennai,Google_Ads,Full_Home,6,3449,0,1,0,1,0,37,2.0,1,20,2,6898
8756,2024-03-01,Pune,Referral,Sofa,3,1423,2,8,0,0,0,28,12.0,1,26,12,17076
8757,2024-09-01,Bengaluru,Google_Ads,Wardrobe,6,1122,0,9,0,0,1,28,10.0,1,20,10,11220
8758,2024-11-01,Pune,Direct,Full_Home,3,3550,4,7,1,0,1,22,10.0,1,18,10,35500
8759,2024-03-01,Bengaluru,Organic,Full_Home,3,4220,2,5,1,0,1,21,3.0,1,26,3,12660
8760,2024-01-01,Mumbai,Google_Ads,Bed,6,1442,0,8,0,0,1,34,,0,28,28,40376
8761,2024-12-01,Mumbai,Organic,Dining,12,1678,0,7,0,0,1,28,,0,17,17,28526
8762,2024-07-01,Delhi,Direct,Sofa,3,1765,1,6,1,0,0,32,12.0,1,22,12,21180
8763,2024-10-01,Delhi,Referral,Bed,6,1448,4,6,1,0,1,31,11.0,1,19,11,15928
8764,2024-04-01,Bengaluru,Organic,Sofa,6,1320,0,7,0,0,0,24,,0,25,25,33000
8765,2024-04-01,Bengaluru,Google_Ads,Sofa,12,1723,2,8,0,0,0,24,3.0,1,25,3,5169
8766,2024-03-01,Pune,Organic,Wardrobe,6,1041,3,1,0,0,1,32,2.0,1,26,2,2082
8767,2024-03-01,Bengaluru,Organic,Bed,12,1544,0,1,1,0,0,31,1.0,1,26,1,1544
8768,2024-06-01,Mumbai,Meta_Ads,Full_Home,12,4778,3,1,0,0,1,35,1.0,1,23,1,4778
8769,2024-02-01,Bengaluru,Google_Ads,Full_Home,6,3628,3,6,0,1,1,25,21.0,1,27,21,76188
8770,2024-11-01,Mumbai,Direct,Wardrobe,12,936,2,1,0,1,1,24,1.0,1,18,1,936
8771,2024-07-01,Bengaluru,Meta_Ads,Sofa,3,1617,2,8,0,0,1,30,,0,22,22,35574
8772,2024-11-01,Hyderabad,Google_Ads,Full_Home,12,3477,1,7,0,0,1,36,,0,18,18,62586
8773,2024-07-01,Mumbai,Google_Ads,Sofa,6,1485,5,5,1,0,1,37,2.0,1,22,2,2970
8774,2024-04-01,Mumbai,Google_Ads,Dining,6,1912,0,9,0,0,0,23,23.0,1,25,23,43976
8775,2024-07-01,Pune,Meta_Ads,Sofa,6,1550,1,7,0,0,0,29,3.0,1,22,3,4650
8776,2024-02-01,Bengaluru,Google_Ads,Full_Home,6,3863,2,7,0,1,0,36,24.0,1,27,24,92712
8777,2024-10-01,Hyderabad,Meta_Ads,Bed,3,1189,2,5,2,1,1,33,1.0,1,19,1,1189
8778,2024-09-01,Bengaluru,Google_Ads,Full_Home,6,4449,0,7,0,0,0,21,18.0,1,20,18,80082
8779,2024-02-01,Chennai,Google_Ads,Full_Home,6,4701,0,8,0,0,1,34,,0,27,27,126927
8780,2024-07-01,Bengaluru,Google_Ads,Full_Home,6,4693,0,5,1,1,0,25,8.0,1,22,8,37544
8781,2024-07-01,Delhi,Meta_Ads,Full_Home,6,3490,7,1,0,1,1,31,1.0,1,22,1,3490
8782,2024-03-01,Delhi,Meta_Ads,Full_Home,6,3505,2,8,0,0,0,31,16.0,1,26,16,56080
8783,2024-02-01,Delhi,Meta_Ads,Full_Home,12,4786,5,7,0,0,1,33,7.0,1,27,7,33502
8784,2024-10-01,Pune,Organic,Bed,6,1538,0,1,0,0,1,29,1.0,1,19,1,1538
8785,2024-04-01,Bengaluru,Meta_Ads,Full_Home,6,3706,0,9,0,0,0,31,18.0,1,25,18,66708
8786,2024-07-01,Mumbai,Organic,Sofa,12,1378,0,8,0,1,0,29,,0,22,22,30316
8787,2024-03-01,Pune,Google_Ads,Bed,3,1372,3,6,0,0,2,30,7.0,1,26,7,9604
8788,2024-08-01,Pune,Meta_Ads,Bed,3,1248,0,9,0,0,0,37,11.0,1,21,11,13728
8789,2024-01-01,Mumbai,Google_Ads,Full_Home,12,4404,4,9,0,0,1,31,22.0,1,28,22,96888
8790,2024-05-01,Delhi,Meta_Ads,Bed,12,1198,3,1,0,0,1,24,1.0,1,24,1,1198
8791,2024-07-01,Hyderabad,Organic,Dining,6,1810,2,8,0,0,0,30,14.0,1,22,14,25340
8792,2024-06-01,Hyderabad,Referral,Dining,3,1517,1,8,2,0,0,27,16.0,1,23,16,24272
8793,2024-08-01,Pune,Meta_Ads,Study,6,808,0,10,0,0,1,34,,0,21,21,16968
8794,2024-03-01,Pune,Meta_Ads,Sofa,12,1454,3,5,0,2,1,33,19.0,1,26,19,27626
8795,2024-06-01,Mumbai,Google_Ads,Dining,6,1370,0,1,0,0,0,32,1.0,1,23,1,1370
8796,2024-10-01,Delhi,Direct,Dining,12,1720,3,9,0,0,1,22,14.0,1,19,14,24080
8797,2024-05-01,Mumbai,Google_Ads,Full_Home,6,3494,3,6,0,0,1,30,,0,24,24,83856
8798,2024-02-01,Bengaluru,Google_Ads,Full_Home,6,3606,0,9,0,0,0,23,,0,27,27,97362
8799,2024-11-01,Pune,Google_Ads,Bed,3,1465,0,9,0,0,0,23,,0,18,18,26370
8800,2024-10-01,Delhi,Direct,Sofa,6,1539,0,7,0,0,1,28,9.0,1,19,9,13851
8801,2024-09-01,Bengaluru,Direct,Study,12,951,0,6,1,1,2,32,1.0,1,20,1,951
8802,2024-10-01,Delhi,Meta_Ads,Wardrobe,3,947,3,1,0,0,1,30,3.0,1,19,3,2841
8803,2024-10-01,Mumbai,Google_Ads,Full_Home,6,4760,2,8,0,0,1,26,5.0,1,19,5,23800
8804,2024-09-01,Bengaluru,Organic,Full_Home,6,4781,0,7,0,1,0,29,4.0,1,20,4,19124
8805,2024-07-01,Delhi,Google_Ads,Sofa,6,1466,0,7,0,0,1,37,11.0,1,22,11,16126
8806,2024-01-01,Hyderabad,Google_Ads,Full_Home,3,4502,1,8,0,0,1,25,6.0,1,28,6,27012
8807,2024-08-01,Delhi,Meta_Ads,Bed,6,1469,3,7,0,0,1,21,,0,21,21,30849
8808,2024-04-01,Bengaluru,Meta_Ads,Full_Home,12,4678,1,1,1,1,1,29,1.0,1,25,1,4678
8809,2024-10-01,Delhi,Meta_Ads,Wardrobe,3,1150,0,8,0,0,2,23,,0,19,19,21850
8810,2024-06-01,Bengaluru,Organic,Full_Home,3,4014,0,8,0,0,0,30,,0,23,23,92322
8811,2024-11-01,Chennai,Organic,Sofa,3,1464,3,6,0,1,1,21,10.0,1,18,10,14640
8812,2024-08-01,Bengaluru,Meta_Ads,Wardrobe,6,1176,1,5,1,0,1,21,20.0,1,21,20,23520
8813,2024-07-01,Pune,Google_Ads,Sofa,3,1488,0,5,1,2,0,25,3.0,1,22,3,4464
8814,2024-12-01,Bengaluru,Google_Ads,Study,12,928,1,7,1,0,0,35,14.0,1,17,14,12992
8815,2024-06-01,Bengaluru,Referral,Full_Home,6,3534,0,8,1,0,1,26,,0,23,23,81282
8816,2024-05-01,Mumbai,Google_Ads,Full_Home,6,3811,0,5,1,0,0,33,9.0,1,24,9,34299
8817,2024-05-01,Hyderabad,Meta_Ads,Study,3,815,3,5,1,0,1,29,4.0,1,24,4,3260
8818,2024-11-01,Chennai,Google_Ads,Sofa,6,1317,0,8,0,1,0,21,8.0,1,18,8,10536
8819,2024-10-01,Delhi,Google_Ads,Full_Home,12,3918,2,9,2,1,0,29,,0,19,19,74442
8820,2024-02-01,Mumbai,Meta_Ads,Bed,6,1339,3,1,0,1,1,36,1.0,1,27,1,1339
8821,2024-06-01,Bengaluru,Google_Ads,Dining,12,1795,5,6,0,0,1,31,1.0,1,23,1,1795
8822,2024-05-01,Delhi,Organic,Bed,6,1380,0,8,0,1,3,35,10.0,1,24,10,13800
8823,2024-08-01,Mumbai,Meta_Ads,Full_Home,12,4553,0,7,0,0,0,30,,0,21,21,95613
8824,2024-01-01,Chennai,Referral,Bed,6,1210,4,5,0,0,1,36,,0,28,28,33880
8825,2024-09-01,Mumbai,Organic,Bed,12,1466,0,8,0,0,1,31,,0,20,20,29320
8826,2024-09-01,Hyderabad,Google_Ads,Sofa,3,1301,2,8,0,1,0,21,14.0,1,20,14,18214
8827,2024-03-01,Pune,Referral,Dining,6,1514,5,6,0,0,1,24,11.0,1,26,11,16654
8828,2024-02-01,Bengaluru,Direct,Bed,6,1306,0,9,0,0,0,35,,0,27,27,35262
8829,2024-08-01,Mumbai,Google_Ads,Full_Home,6,4739,1,8,0,0,0,25,5.0,1,21,5,23695
8830,2024-04-01,Pune,Organic,Full_Home,3,3526,0,6,0,0,1,29,,0,25,25,88150
8831,2024-12-01,Mumbai,Organic,Full_Home,6,3767,2,9,0,0,0,31,,0,17,17,64039
8832,2024-10-01,Delhi,Organic,Bed,3,1173,0,8,0,0,1,28,,0,19,19,22287
8833,2024-12-01,Pune,Google_Ads,Study,6,898,0,8,0,0,0,27,,0,17,17,15266
8834,2024-07-01,Bengaluru,Google_Ads,Wardrobe,3,964,0,8,1,2,0,31,,0,22,22,21208
8835,2024-12-01,Pune,Google_Ads,Full_Home,6,3528,1,9,0,0,1,29,5.0,1,17,5,17640
8836,2024-01-01,Mumbai,Google_Ads,Bed,6,1323,4,4,1,1,1,34,11.0,1,28,11,14553
8837,2024-04-01,Delhi,Meta_Ads,Bed,3,1325,3,7,1,2,4,23,9.0,1,25,9,11925
8838,2024-01-01,Mumbai,Referral,Bed,6,1391,1,6,1,0,0,26,6.0,1,28,6,8346
8839,2024-09-01,Delhi,Meta_Ads,Wardrobe,6,1143,3,4,2,0,2,38,2.0,1,20,2,2286
8840,2024-07-01,Bengaluru,Meta_Ads,Full_Home,6,4761,1,7,0,1,2,38,1.0,1,22,1,4761
8841,2024-04-01,Bengaluru,Google_Ads,Sofa,12,1329,3,5,0,0,2,28,19.0,1,25,19,25251
8842,2024-04-01,Mumbai,Meta_Ads,Study,12,871,2,5,1,0,1,23,,0,25,25,21775
8843,2024-08-01,Mumbai,Referral,Bed,6,1546,0,1,0,0,0,35,1.0,1,21,1,1546
8844,2024-03-01,Delhi,Referral,Sofa,6,1572,4,9,0,0,2,42,19.0,1,26,19,29868
8845,2024-07-01,Bengaluru,Meta_Ads,Full_Home,6,3955,1,8,1,0,0,21,,0,22,22,87010
8846,2024-08-01,Bengaluru,Meta_Ads,Full_Home,6,4008,2,5,0,1,0,34,11.0,1,21,11,44088
8847,2024-03-01,Bengaluru,Google_Ads,Full_Home,6,4579,0,8,1,0,0,32,21.0,1,26,21,96159
8848,2024-03-01,Mumbai,Direct,Bed,3,1497,1,9,0,0,0,24,26.0,1,26,26,38922
8849,2024-05-01,Bengaluru,Google_Ads,Full_Home,12,3812,0,6,1,0,0,34,9.0,1,24,9,34308
8850,2024-08-01,Bengaluru,Meta_Ads,Study,3,861,0,8,0,0,0,23,16.0,1,21,16,13776
8851,2024-04-01,Delhi,Meta_Ads,Dining,6,1751,5,3,1,0,3,27,1.0,1,25,1,1751
8852,2024-05-01,Hyderabad,Google_Ads,Sofa,3,1310,0,7,1,0,0,28,1.0,1,24,1,1310
8853,2024-07-01,Hyderabad,Meta_Ads,Sofa,3,1718,8,3,0,0,1,23,2.0,1,22,2,3436
8854,2024-03-01,Bengaluru,Direct,Sofa,3,1278,0,8,0,0,1,29,15.0,1,26,15,19170
8855,2024-07-01,Pune,Google_Ads,Full_Home,6,4044,2,9,0,0,0,22,,0,22,22,88968
8856,2024-02-01,Delhi,Google_Ads,Full_Home,6,4508,3,8,0,1,1,26,10.0,1,27,10,45080
8857,2024-02-01,Delhi,Google_Ads,Study,12,1052,5,6,1,0,1,36,9.0,1,27,9,9468
8858,2024-03-01,Bengaluru,Google_Ads,Sofa,6,1603,4,8,0,0,1,33,1.0,1,26,1,1603
8859,2024-04-01,Bengaluru,Direct,Full_Home,12,4142,0,10,0,0,1,33,,0,25,25,103550
8860,2024-01-01,Mumbai,Organic,Sofa,6,1640,1,8,0,0,1,35,12.0,1,28,12,19680
8861,2024-12-01,Bengaluru,Direct,Full_Home,3,4578,0,6,0,0,0,37,,0,17,17,77826
8862,2024-04-01,Hyderabad,Referral,Bed,12,1110,1,7,1,0,0,21,,0,25,25,27750
8863,2024-10-01,Mumbai,Organic,Study,6,955,1,1,0,0,1,31,1.0,1,19,1,955
8864,2024-11-01,Bengaluru,Meta_Ads,Sofa,12,1676,1,1,0,0,1,24,1.0,1,18,1,1676
8865,2024-10-01,Bengaluru,Meta_Ads,Bed,3,1525,1,1,0,0,0,25,2.0,1,19,2,3050
8866,2024-10-01,Bengaluru,Organic,Wardrobe,6,989,0,7,0,1,0,22,17.0,1,19,17,16813
8867,2024-02-01,Mumbai,Organic,Wardrobe,6,1164,2,9,0,1,1,41,16.0,1,27,16,18624
8868,2024-05-01,Bengaluru,Meta_Ads,Sofa,6,1605,2,7,2,0,0,21,4.0,1,24,4,6420
8869,2024-09-01,Delhi,Meta_Ads,Dining,6,1546,0,1,0,0,0,30,1.0,1,20,1,1546
8870,2024-07-01,Mumbai,Organic,Sofa,12,1790,2,1,0,0,1,38,1.0,1,22,1,1790
8871,2024-01-01,Delhi,Google_Ads,Full_Home,12,3481,5,5,1,0,3,29,,0,28,28,97468
8872,2024-07-01,Chennai,Meta_Ads,Wardrobe,12,1153,0,1,0,0,1,21,2.0,1,22,2,2306
8873,2024-10-01,Pune,Meta_Ads,Wardrobe,12,1034,2,7,0,0,0,41,9.0,1,19,9,9306
8874,2024-10-01,Delhi,Meta_Ads,Dining,12,1686,3,1,0,0,2,40,1.0,1,19,1,1686
8875,2024-05-01,Mumbai,Meta_Ads,Full_Home,6,4564,2,8,0,1,0,23,,0,24,24,109536
8876,2024-03-01,Hyderabad,Organic,Sofa,12,1761,4,6,0,0,2,35,17.0,1,26,17,29937
8877,2024-04-01,Chennai,Organic,Study,3,1046,4,6,0,0,2,31,20.0,1,25,20,20920
8878,2024-04-01,Mumbai,Meta_Ads,Full_Home,12,4052,1,8,0,0,0,21,,0,25,25,101300
8879,2024-05-01,Bengaluru,Meta_Ads,Wardrobe,6,1098,0,1,0,0,0,35,1.0,1,24,1,1098
8880,2024-04-01,Hyderabad,Google_Ads,Sofa,3,1669,2,7,1,0,1,26,15.0,1,25,15,25035
8881,2024-06-01,Bengaluru,Google_Ads,Bed,6,1262,3,3,1,0,3,29,1.0,1,23,1,1262
8882,2024-01-01,Hyderabad,Google_Ads,Full_Home,12,3824,1,7,0,0,1,33,6.0,1,28,6,22944
8883,2024-04-01,Bengaluru,Organic,Sofa,6,1705,2,6,0,0,1,32,20.0,1,25,20,34100
8884,2024-04-01,Bengaluru,Referral,Sofa,3,1555,2,6,1,0,0,32,,0,25,25,38875
8885,2024-02-01,Hyderabad,Google_Ads,Full_Home,6,3711,3,1,0,0,1,23,1.0,1,27,1,3711
8886,2024-11-01,Hyderabad,Referral,Full_Home,12,4632,4,6,1,0,2,21,7.0,1,18,7,32424
8887,2024-09-01,Delhi,Meta_Ads,Wardrobe,6,1022,3,8,1,0,1,25,7.0,1,20,7,7154
8888,2024-11-01,Pune,Referral,Sofa,3,1732,1,1,1,1,1,34,1.0,1,18,1,1732
8889,2024-07-01,Pune,Meta_Ads,Dining,12,1451,5,8,0,0,1,22,,0,22,22,31922
8890,2024-02-01,Mumbai,Organic,Full_Home,6,4646,5,7,0,0,3,28,21.0,1,27,21,97566
8891,2024-11-01,Chennai,Meta_Ads,Bed,3,1288,5,7,0,0,3,31,16.0,1,18,16,20608
8892,2024-06-01,Mumbai,Google_Ads,Sofa,6,1428,2,1,0,0,1,28,2.0,1,23,2,2856
8893,2024-09-01,Bengaluru,Google_Ads,Full_Home,6,3916,0,7,0,0,0,36,,0,20,20,78320
8894,2024-05-01,Pune,Organic,Full_Home,6,4243,2,3,3,0,0,26,1.0,1,24,1,4243
8895,2024-06-01,Mumbai,Direct,Wardrobe,12,954,1,8,0,1,1,28,13.0,1,23,13,12402
8896,2024-06-01,Pune,Organic,Full_Home,12,4300,3,7,1,0,1,30,17.0,1,23,17,73100
8897,2024-04-01,Bengaluru,Organic,Dining,6,1641,1,6,0,0,0,30,4.0,1,25,4,6564
8898,2024-07-01,Bengaluru,Google_Ads,Full_Home,6,4317,2,9,0,0,0,21,19.0,1,22,19,82023
8899,2024-09-01,Bengaluru,Organic,Sofa,3,1451,1,9,0,1,0,37,,0,20,20,29020
8900,2024-01-01,Delhi,Referral,Wardrobe,6,940,0,6,0,1,2,35,,0,28,28,26320
8901,2024-02-01,Pune,Meta_Ads,Study,6,976,4,1,0,0,2,24,1.0,1,27,1,976
8902,2024-11-01,Mumbai,Meta_Ads,Bed,6,1345,1,8,0,0,0,32,,0,18,18,24210
8903,2024-07-01,Bengaluru,Google_Ads,Bed,12,1169,2,5,1,0,0,27,10.0,1,22,10,11690
8904,2024-12-01,Mumbai,Google_Ads,Study,3,970,0,5,0,0,2,34,12.0,1,17,12,11640
8905,2024-08-01,Mumbai,Google_Ads,Dining,6,1514,4,1,0,0,1,37,1.0,1,21,1,1514
8906,2024-08-01,Delhi,Organic,Bed,6,1270,2,7,0,0,1,21,,0,21,21,26670
8907,2024-11-01,Delhi,Referral,Wardrobe,6,1148,2,6,0,0,1,39,14.0,1,18,14,16072
8908,2024-08-01,Bengaluru,Google_Ads,Study,3,828,1,8,0,1,0,38,,0,21,21,17388
8909,2024-04-01,Mumbai,Direct,Dining,6,1600,0,9,0,0,0,24,10.0,1,25,10,16000
8910,2024-07-01,Delhi,Referral,Wardrobe,3,879,3,1,0,0,1,21,1.0,1,22,1,879
8911,2024-03-01,Bengaluru,Meta_Ads,Bed,6,1309,2,7,1,0,0,29,21.0,1,26,21,27489
8912,2024-05-01,Mumbai,Direct,Sofa,12,1757,2,6,0,0,1,31,,0,24,24,42168
8913,2024-09-01,Delhi,Referral,Full_Home,6,4181,7,8,0,0,1,23,,0,20,20,83620
8914,2024-02-01,Mumbai,Google_Ads,Full_Home,3,4614,0,9,0,0,0,24,,0,27,27,124578
8915,2024-09-01,Bengaluru,Direct,Dining,12,1663,0,8,0,0,1,33,1.0,1,20,1,1663
